id,parent,name,admin_level,population,area,density,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
10465,10464,Bębło,8,,5.74514,,19.7630452162734,50.1686080490355,19.7630452162734,50.1974469404449,19.8131578242296,50.1974469404449,19.8131578242296,50.1686080490355,19.7630452162734,50.1686080490355
10466,10465,Kolonia Południowa,11,,0.836679,,19.7796640490296,50.1686080490355,19.7796640490296,50.1820918731321,19.7966262178875,50.1820918731321,19.7966262178875,50.1686080490355,19.7796640490296,50.1686080490355
10467,10465,Kolonia Wschodnia,11,,2.06667,,19.7827907252076,50.1750069711504,19.7827907252076,50.1916668671991,19.8131578242296,50.1916668671991,19.8131578242296,50.1750069711504,19.7827907252076,50.1750069711504
10468,10465,Kolonia Zachodnia,11,,1.96228,,19.7667436701297,50.1789260718849,19.7667436701297,50.1940363631946,19.7940893755251,50.1940363631946,19.7940893755251,50.1789260718849,19.7667436701297,50.1789260718849
10469,10464,Będkowice,8,,5.99101,,19.7214007570061,50.157704674944,19.7214007570061,50.185282773279,19.7736136260965,50.185282773279,19.7736136260965,50.157704674944,19.7214007570061,50.157704674944
